Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Complaint_Clean
340344,Comcast Fraudulent Charges,,2025-06-15,00:58:28,Customer Care Call,Hiram,Georgia,30141,Solved,No,comcast fraudulent charges
348204,comcast data useage caps and charges,,2025-06-18,10:35:27,Customer Care Call,Hiram,Georgia,30141,Solved,No,comcast data useage caps and charges
228511,Comcast cable unauthorized charges,,2025-10-04,11:58:45,Customer Care Call,Hixson,Tennessee,37343,Closed,No,comcast cable unauthorized charges
228514,Comcast cable unauthorized charges,,2025-10-04,11:59:28,Internet,Hixson,Tennessee,37343,Closed,No,comcast cable unauthorized charges
343049,comcast fraudulent pricing and practices,,2025-06-16,11:55:45,Customer Care Call,Hobart,Indiana,46342,Solved,No,comcast fraudulent pricing and practices
359438,Comcast and competition,,2025-06-23,17:13:06,Internet,Hoffman Estates,Illinois,60192,Solved,No,comcast and competition
274483,Comcast/earthlink,,2025-05-05,16:36:52,Internet,Hoirn Lake,Mississippi,38637,Solved,No,comcastearthlink
350621,Speed Throttling,,2025-06-18,20:48:58,Customer Care Call,Holladay,Utah,84117,Open,No,speed throttling
361366,Charged double/Speeds throttled,,2025-06-24,11:09:20,Internet,Holland,Michigan,49423,Solved,No,charged doublespeeds throttled
366714,Comcast Rate Hike,,2025-06-25,18:19:40,Customer Care Call,Holland,Michigan,49423,Solved,No,comcast rate hike
359054,Internet speed,,2025-06-23,15:47:31,Customer Care Call,Holly,Michigan,48442,Solved,No,internet speed
233627,COMCAST XFINITY,,2025-04-13,22:08:42,Internet,Hollywood,Florida,33009,Closed,No,comcast xfinity
278221,Internet Cable Alarm,,2025-07-05,13:12:12,Customer Care Call,Hollywood,Florida,33019,Closed,No,internet cable alarm
278286,Phone Internet Cable Alarm,,2025-07-05,13:30:49,Internet,Hollywood,Florida,33019,Closed,No,phone internet cable alarm
305865,comcast service overcharge for internet and phone,,2025-05-25,13:50:01,Internet,Hollywood,Florida,33019,Solved,No,comcast service overcharge for internet and phone
331835,billing and internet connection,,2025-09-06,22:41:14,Internet,Hollywood,Florida,33021,Solved,No,billing and internet connection
360555,Comcast internet price high,,2025-06-23,23:45:11,Customer Care Call,Hollywood,Florida,33024,Solved,No,comcast internet price high
232905,Comcast,,2025-04-13,16:41:19,Customer Care Call,Hollywood Beach,Florida,33019,Closed,No,comcast
305108,Comcast refuses to service address,,2025-05-23,21:44:33,Internet,Homeland,Florida,33847,Closed,No,comcast refuses to service address
262834,Overcharge/ promo end,,2025-04-28,19:53:50,Customer Care Call,Homestead,Florida,33033,Closed,Yes,overcharge promo end
272785,"Hang-ups, Lies, Bill more than 2x higher & more",,2025-04-05,20:51:23,Customer Care Call,Homestead,Florida,33030,Closed,No,hangups lies bill more than 2x higher more
369319,Lies and deception,,2025-06-26,20:19:37,Internet,Homestead,Florida,33092,Solved,No,lies and deception
362852,Comcast Refuses to Refund Deposit According to Initial Terms,,2025-06-24,17:02:55,Internet,Hopkins,Minnesota,55343,Solved,No,comcast refuses to refund deposit according to initial terms
289924,Comcast Data Caps,,2025-05-14,13:38:45,Internet,Horn Lake,Mississippi,38637,Solved,No,comcast data caps
359979,Data Cap,,2025-06-23,19:55:57,Internet,Horn Lake,Mississippi,38637,Pending,No,data cap
231729,comcast contract problem,,2025-04-13,10:28:49,Internet,Houston,Texas,77049,Closed,No,comcast contract problem
257575,intermittent service,,2025-04-26,09:05:55,Internet,Houston,Texas,77079,Closed,No,intermittent service
228467,Comcast-Overcharges,,2025-10-04,11:48:04,Internet,Houston,Texas,77049,Closed,No,comcastovercharges
235672,COMCAST,,2025-04-14,18:25:32,Internet,Houston,Texas,77076,Closed,No,comcast
254754,MONTHLY BILL,,2025-04-24,10:31:56,Internet,Houston,Texas,77083,Closed,No,monthly bill
259151,"Deceptive business practice with ""Service Protection Plan""",,2025-04-27,14:17:44,Customer Care Call,Houston,Texas,77025,Closed,No,deceptive business practice with service protection plan
266346,Billing Error,,2025-04-30,12:59:17,Internet,Houston,Texas,77084,Closed,Yes,billing error
290828,Unreliable Service,,2025-05-14,18:44:00,Customer Care Call,Houston,Texas,77227,Solved,No,unreliable service
303252,Billing and threats,,2025-05-22,12:19:37,Customer Care Call,Houston,Texas,77021,Solved,No,billing and threats
312890,Horrible Internet Speed not what I pay for,,2025-05-29,07:01:05,Customer Care Call,Houston,Texas,77045,Open,No,horrible internet speed not what i pay for
315608,Comcast Service Failure,,2025-05-31,10:56:25,Internet,Houston,Texas,77033,Pending,No,comcast service failure
322517,Incomplete billing cycle,,2025-04-06,00:16:25,Internet,Houston,Texas,77035,Closed,No,incomplete billing cycle
326349,Internet System Reliability,,2025-05-06,20:59:07,Customer Care Call,Houston,Texas,77019,Solved,No,internet system reliability
331890,Faulty Bill for More Profit,,2025-09-06,23:44:40,Internet,Houston,Texas,77033,Closed,No,faulty bill for more profit
338384,Comcast - Overcharging/Unnecessary Charges,,2025-12-06,20:26:02,Customer Care Call,Houston,Texas,77090,Solved,No,comcast overchargingunnecessary charges
348900,Throttling by Comcast,,2025-06-18,13:43:00,Internet,Houston,Texas,77057,Pending,No,throttling by comcast
357816,Billed for internet service that was never installed,,2025-06-23,11:24:06,Internet,Houston,Texas,77008,Open,Yes,billed for internet service that was never installed
358688,Billing and New Account Issues,,2025-06-23,14:34:56,Customer Care Call,Houston,Texas,77096,Open,No,billing and new account issues
360673,Comcast high prices and throttling speeds,,2025-06-24,00:57:49,Customer Care Call,Houston,Texas,77039,Solved,No,comcast high prices and throttling speeds
360698,Comcast Predatory Pricing forcing purchase of cable.,,2025-06-24,01:17:10,Internet,Houston,Texas,77058,Solved,No,comcast predatory pricing forcing purchase of cable
360788,Comcast Billing,,2025-06-24,03:02:38,Internet,Houston,Texas,77054,Open,No,comcast billing
360768,speed/pricing,,2025-06-24,02:34:16,Internet,Houston,Texas,77076,Open,No,speedpricing
363717,Comcast Internet Slow,,2025-06-24,23:59:59,Customer Care Call,Houston,Texas,77025,Solved,No,comcast internet slow
367279,The monthly bill for my internet service has become too expensive.,,2025-06-25,23:36:46,Customer Care Call,Houston,Texas,77024,Solved,No,the monthly bill for my internet service has become too expensive
363809,Throttling,,2025-06-25,04:22:07,Customer Care Call,Houston,Texas,77084,Pending,Yes,throttling
366222,Comcast Internet Service Complaint,,2025-06-25,16:20:58,Customer Care Call,Houston,Texas,77042,Open,No,comcast internet service complaint
366722,"poor quality service, multiple disconnections prior to disconnect date and after I have made payments still got disconnected multiple times",,2025-06-25,18:22:49,Customer Care Call,Houston,Texas,77083,Solved,No,poor quality service multiple disconnections prior to disconnect date and after i have made payments still got disconnected multiple times
367079,Comcast,,2025-06-25,21:01:05,Internet,Houston,Texas,77077,Open,No,comcast
367936,"Being lied to, and mislead by Comcast / Xfinity",,2025-06-26,11:59:51,Internet,Houston,Texas,77054,Solved,No,being lied to and mislead by comcast xfinity
370513,Internet connection not available,,2025-06-27,20:23:26,Customer Care Call,Houston,Texas,77042,Solved,No,internet connection not available
372497,Comcast Service Issues,,2025-06-29,14:40:31,Customer Care Call,Houston,Texas,77061,Pending,No,comcast service issues
375847,Comcast bundles useless services to charge more.,,2025-06-30,18:36:52,Internet,Houston,Texas,77025,Open,No,comcast bundles useless services to charge more
376328,Comcast Failed to deliver service that was advertised,,2025-06-30,23:24:39,Internet,Houston,Texas,77064,Open,No,comcast failed to deliver service that was advertised
367137,"Comcast wont honor discount, bill higher than what was agreed",,2025-06-25,21:31:25,Internet,Howell,Michigan,48843,Solved,Yes,comcast wont honor discount bill higher than what was agreed
362687,"Poor customer service, terrible Internet speeds, prices are way too high.",,2025-06-24,16:27:43,Customer Care Call,Hudsonville,Michigan,49426,Open,No,poor customer service terrible internet speeds prices are way too high
339509,Comcast Bundle Promotion Bait and Switch,,2025-06-13,20:17:11,Internet,Hughesville,Maryland,20637,Open,No,comcast bundle promotion bait and switch
220424,COMCAST INTERNET SERVICE LARGE INCREASES & IMPROPER BILLINGS ON PROMTIONS FOR ONE YR,,2025-06-04,18:50:35,Internet,Humble,Texas,77396,Closed,No,comcast internet service large increases improper billings on promtions for one yr
305929,Comcast refused to install internet,,2025-05-25,14:52:58,Internet,Humble,Texas,77346,Open,No,comcast refused to install internet
324340,Text on Facebook,,2025-04-06,20:11:55,Customer Care Call,Humble,Texas,77338,Closed,No,text on facebook
327756,Comcast (customer.xfinity.com),,2025-08-06,00:00:58,Internet,Humble,Texas,77396,Solved,No,comcast customerxfinitycom
347206,"Low internet speed complaint against Comcast Xfinity Houston, Texas",,2025-06-17,19:43:25,Internet,Humble,Texas,77346,Solved,No,low internet speed complaint against comcast xfinity houston texas
367390,Billing and false advertising,,2025-06-26,06:14:22,Customer Care Call,Humble,Texas,77346,Solved,No,billing and false advertising
274968,Comcast Charging Service Fee To Customer--Customer Didn't Cause Issue,,2025-05-05,19:39:25,Internet,Huntington,West Virginia,25703,Closed,No,comcast charging service fee to customercustomer didnt cause issue
363353,Comcast,,2025-06-24,20:16:57,Customer Care Call,Huntington,West Virginia,25705,Open,No,comcast
211904,Unable to get in touch with anyone that has the power to cancel my services,,2025-01-04,13:06:33,Customer Care Call,Huntsville,Alabama,35801,Closed,No,unable to get in touch with anyone that has the power to cancel my services
278031,Comcast's data caps are anti-consumer.,,2025-07-05,12:29:03,Internet,Huntsville,Alabama,35803,Solved,No,comcasts data caps are anticonsumer
293104,HBOGO on PS4,,2025-05-16,10:03:46,Internet,Huntsville,Alabama,35811,Solved,No,hbogo on ps4
361714,Throttled Speed During Peak Hours,,2025-06-24,12:39:09,Customer Care Call,Huntsville,Alabama,35806,Solved,Yes,throttled speed during peak hours
363900,Customer Service lied about extra fees,,2025-06-25,08:31:26,Internet,Huntsville,Alabama,35806,Solved,No,customer service lied about extra fees
370142,Xfinity Data Cap,,2025-06-27,15:32:14,Internet,Huntsville,Alabama,35802,Open,No,xfinity data cap
347695,Comcast Services,,2025-06-17,23:52:46,Customer Care Call,Huston,Texas,77024,Solved,No,comcast services
336545,"Charged for activation kit that was never sent, needed or used",,2025-12-06,11:20:13,Customer Care Call,Hydes,Maryland,21082,Closed,No,charged for activation kit that was never sent needed or used
223149,Adding services Not Requested and Increasing fees without notification.,,2025-08-04,00:02:57,Customer Care Call,Independence,Missouri,64056,Closed,No,adding services not requested and increasing fees without notification
214960,Renewed contract without my permission or consent,,2025-02-04,17:01:22,Customer Care Call,Indianapolis,Indiana,46229,Closed,No,renewed contract without my permission or consent
219813,"Ongoing issue with bill, Supervisors, Issue Not Fixed",,2025-06-04,15:17:01,Internet,Indianapolis,Indiana,46260,Closed,No,ongoing issue with bill supervisors issue not fixed
227123,Comcast,,2025-09-04,16:09:46,Customer Care Call,Indianapolis,Indiana,46228,Closed,No,comcast
234921,Comcast failure to provide adequate service,,2025-04-14,14:30:32,Internet,Indianapolis,Indiana,46217,Closed,No,comcast failure to provide adequate service
267371,assessing unjustified late fees,,2025-04-30,18:22:14,Customer Care Call,Indianapolis,Indiana,46220,Closed,No,assessing unjustified late fees
268877,Unable to fully use services and high bills,,2025-01-05,14:43:16,Customer Care Call,Indianapolis,Indiana,46229,Solved,No,unable to fully use services and high bills
272382,Comcast,,2025-04-05,17:19:59,Internet,Indianapolis,Indiana,46254,Open,No,comcast
280018,Comcast in Indianapolis scam,,2025-08-05,11:47:22,Internet,Indianapolis,Indiana,46217,Solved,No,comcast in indianapolis scam
296536,Comcast billing,,2025-05-19,10:14:11,Internet,Indianapolis,Indiana,46260,Solved,Yes,comcast billing
307772,COMCAST CUSTOMER CARE ( RACISM),,2025-05-26,16:20:31,Customer Care Call,Indianapolis,Indiana,46236,Solved,No,comcast customer care racism
307782,COMCAST CUSTOMER CARE ( RACISM),,2025-05-26,16:22:08,Customer Care Call,Indianapolis,Indiana,46236,Closed,No,comcast customer care racism
311036,internet and service,,2025-05-28,11:00:13,Customer Care Call,Indianapolis,Indiana,46250,Open,No,internet and service
337985,HBO shouldn't have a load time,,2025-12-06,17:28:32,Customer Care Call,Indianapolis,Indiana,46268,Solved,No,hbo shouldnt have a load time
338719,Comcast customer service agents lie about offers to switch,,2025-06-13,07:27:17,Internet,Indianapolis,Indiana,46234,Solved,No,comcast customer service agents lie about offers to switch
342775,Comcast technical/customer service and billing problems,,2025-06-16,10:30:01,Customer Care Call,Indianapolis,Indiana,46278,Solved,No,comcast technicalcustomer service and billing problems
353431,Comcast/Xfinity Internet Gouging,,2025-06-20,01:08:13,Customer Care Call,Indianapolis,Indiana,46256,Solved,No,comcastxfinity internet gouging
359596,Pricing Problems Even After Promises,,2025-06-23,17:53:18,Customer Care Call,Indianapolis,Indiana,46268,Open,No,pricing problems even after promises
361367,Comcast Business Services-Email Accounts,,2025-06-24,11:09:32,Customer Care Call,Indianapolis,Indiana,46268,Solved,No,comcast business servicesemail accounts
361001,keep getting charged for modem rental and I bought my own 7 months ago!,,2025-06-24,09:22:46,Internet,Indianapolis,Indiana,46278,Solved,No,keep getting charged for modem rental and i bought my own 7 months ago
362921,Comcast billing,,2025-06-24,17:23:11,Customer Care Call,Indianapolis,Indiana,46268,Solved,No,comcast billing
372121,Internet Service Provider Comcast harassing me to return equipment I already returned,,2025-06-29,12:45:16,Customer Care Call,Indianapolis,Indiana,46237,Solved,No,internet service provider comcast harassing me to return equipment i already returned
339451,Comcast Service,,2025-06-13,18:27:26,Customer Care Call,Ingleside,Illinois,60041,Solved,No,comcast service
218509,Throttling,,2025-05-04,15:11:17,Customer Care Call,Inver Grove Heights,Minnesota,55077,Closed,No,throttling
273473,Continued Calls from Comcast,,2025-05-05,12:15:56,Internet,Inver Grove Heights,Minnesota,55076,Solved,No,continued calls from comcast
328701,Installation,,2025-08-06,15:06:41,Customer Care Call,Irvington,New Jersey,7111,Solved,No,installation
342492,Comcast/Xfinity,,2025-06-15,23:43:04,Customer Care Call,Irvington,New Jersey,7111,Solved,No,comcastxfinity
367222,internet being throttled by comcast,,2025-06-25,22:30:10,Internet,Irwin,Pennsylvania,15642,Pending,No,internet being throttled by comcast
332137,"Service connection issues, increased billing, bad service, unfair trade practices",,2025-10-06,09:59:30,Internet,Islamorada,Florida,33036,Solved,No,service connection issues increased billing bad service unfair trade practices
344623,Comcast - Virtually no service since October 2014,,2025-06-16,22:14:07,Internet,Jackson,Mississippi,39216,Solved,No,comcast virtually no service since october 2014
